7.839999999999998970e+00 7.839999999999998970e+00 7.330000000000000071e+00 8.349999999999999645e+00
7.460000000000000853e+00 7.460000000000000853e+00 6.970000000000000639e+00 7.950000000000001066e+00
7.220000000000000639e+00 7.220000000000000639e+00 6.750000000000000000e+00 7.690000000000001279e+00
7.059999999999999609e+00 7.059999999999999609e+00 6.599999999999999645e+00 7.519999999999999574e+00
